level-0,level-1,level-2,level-3,level-4,level-5
199177,186537-286537,186537-386537,186537-586537,186537-986537,any
199191,186550-286550,186550-386550,186550-586550,186550-986550,any
199193,186551-286551,186551-386551,186551-586551,186551-986551,any
199198,186555-286555,186555-386555,186555-586555,186555-986555,any
199224,186580-286580,186580-386580,186580-586580,186580-986580,any
199227,186582-286582,186582-386582,186582-586582,186582-986582,any
199240,186594-286594,186594-386594,186594-586594,186594-986594,any
199244,186597-286597,186597-386597,186597-586597,186597-986597,any
199251,186603-286603,186603-386603,186603-586603,186603-986603,any
199256,186607-286607,186607-386607,186607-586607,186607-986607,any
199265,186615-286615,186615-386615,186615-586615,186615-986615,any
199266,186615-286615,186615-386615,186615-586615,186615-986615,any
199268,186616-286616,186616-386616,186616-586616,186616-986616,any
199278,186625-286625,186625-386625,186625-586625,186625-986625,any
199281,186627-286627,186627-386627,186627-586627,186627-986627,any
199288,186633-286633,186633-386633,186633-586633,186633-986633,any
199298,186642-286642,186642-386642,186642-586642,186642-986642,any
199303,186646-286646,186646-386646,186646-586646,186646-986646,any
199307,186649-286649,186649-386649,186649-586649,186649-986649,any
199314,186655-286655,186655-386655,186655-586655,186655-986655,any
199316,186656-286656,186656-386656,186656-586656,186656-986656,any
199326,186665-286665,186665-386665,186665-586665,186665-986665,any
199336,186674-286674,186674-386674,186674-586674,186674-986674,any
199343,186680-286680,186680-386680,186680-586680,186680-986680,any
199346,186682-286682,186682-386682,186682-586682,186682-986682,any
199352,186687-286687,186687-386687,186687-586687,186687-986687,any
199362,186696-286696,186696-386696,186696-586696,186696-986696,any
199368,186701-286701,186701-386701,186701-586701,186701-986701,any
199378,186710-286710,186710-386710,186710-586710,186710-986710,any
199381,186712-286712,186712-386712,186712-586712,186712-986712,any
199416,186746-286746,186746-386746,186746-586746,186746-986746,any
199419,186748-286748,186748-386748,186748-586748,186748-986748,any
199426,186754-286754,186754-386754,186754-586754,186754-986754,any
199439,186766-286766,186766-386766,186766-586766,186766-986766,any
199441,186767-286767,186767-386767,186767-586767,186767-986767,any
199444,186769-286769,186769-386769,186769-586769,186769-986769,any
199448,186772-286772,186772-386772,186772-586772,186772-986772,any
199450,186773-286773,186773-386773,186773-586773,186773-986773,any
199452,186774-286774,186774-386774,186774-586774,186774-986774,any
199471,186792-286792,186792-386792,186792-586792,186792-986792,any
199472,186792-286792,186792-386792,186792-586792,186792-986792,any
199480,186799-286799,186799-386799,186799-586799,186799-986799,any
199484,186802-286802,186802-386802,186802-586802,186802-986802,any
199495,186812-286812,186812-386812,186812-586812,186812-986812,any
199499,186815-286815,186815-386815,186815-586815,186815-986815,any
199501,186816-286816,186816-386816,186816-586816,186816-986816,any
199512,186826-286826,186826-386826,186826-586826,186826-986826,any
199529,186842-286842,186842-386842,186842-586842,186842-986842,any
199539,186851-286851,186851-386851,186851-586851,186851-986851,any
199545,186856-286856,186856-386856,186856-586856,186856-986856,any
199546,186856-286856,186856-386856,186856-586856,186856-986856,any
199551,186860-286860,186860-386860,186860-586860,186860-986860,any
199555,186863-286863,186863-386863,186863-586863,186863-986863,any
199566,186873-286873,186873-386873,186873-586873,186873-986873,any
199572,186878-286878,186878-386878,186878-586878,186878-986878,any
199590,186895-286895,186895-386895,186895-586895,186895-986895,any
199591,186895-286895,186895-386895,186895-586895,186895-986895,any
199596,186899-286899,186899-386899,186899-586899,186899-986899,any
199599,186901-286901,186901-386901,186901-586901,186901-986901,any
199600,186901-286901,186901-386901,186901-586901,186901-986901,any
199609,186909-286909,186909-386909,186909-586909,186909-986909,any
199625,186924-286924,186924-386924,186924-586924,186924-986924,any
199655,186953-286953,186953-386953,186953-586953,186953-986953,any
199665,186962-286962,186962-386962,186962-586962,186962-986962,any
199674,186970-286970,186970-386970,186970-586970,186970-986970,any
199688,186983-286983,186983-386983,186983-586983,186983-986983,any
199698,186992-286992,186992-386992,186992-586992,186992-986992,any
199713,187006-287006,187006-387006,187006-587006,187006-987006,any
199720,187012-287012,187012-387012,187012-587012,187012-987012,any
199725,187016-287016,187016-387016,187016-587016,187016-987016,any
199735,187025-287025,187025-387025,187025-587025,187025-987025,any
199739,187028-287028,187028-387028,187028-587028,187028-987028,any
199741,187029-287029,187029-387029,187029-587029,187029-987029,any
199753,187040-287040,187040-387040,187040-587040,187040-987040,any
199763,187049-287049,187049-387049,187049-587049,187049-987049,any
199765,187050-287050,187050-387050,187050-587050,187050-987050,any
199768,187052-287052,187052-387052,187052-587052,187052-987052,any
199806,187089-287089,187089-387089,187089-587089,187089-987089,any
199816,187098-287098,187098-387098,187098-587098,187098-987098,any
199832,187113-287113,187113-387113,187113-587113,187113-987113,any
199847,187127-287127,187127-387127,187127-587127,187127-987127,any
199856,187135-287135,187135-387135,187135-587135,187135-987135,any
199864,187142-287142,187142-387142,187142-587142,187142-987142,any
199883,187160-287160,187160-387160,187160-587160,187160-987160,any
199884,187160-287160,187160-387160,187160-587160,187160-987160,any
199900,187175-287175,187175-387175,187175-587175,187175-987175,any
199903,187177-287177,187177-387177,187177-587177,187177-987177,any
199908,187181-287181,187181-387181,187181-587181,187181-987181,any
199915,187187-287187,187187-387187,187187-587187,187187-987187,any
199925,187196-287196,187196-387196,187196-587196,187196-987196,any
199934,187204-287204,187204-387204,187204-587204,187204-987204,any
199947,187216-287216,187216-387216,187216-587216,187216-987216,any
199949,187217-287217,187217-387217,187217-587217,187217-987217,any
199963,187230-287230,187230-387230,187230-587230,187230-987230,any
199995,187261-287261,187261-387261,187261-587261,187261-987261,any
199998,187263-287263,187263-387263,187263-587263,187263-987263,any
200017,187281-287281,187281-387281,187281-587281,187281-987281,any
200040,187303-287303,187303-387303,187303-587303,187303-987303,any
200042,187304-287304,187304-387304,187304-587304,187304-987304,any
200047,187308-287308,187308-387308,187308-587308,187308-987308,any
200061,187321-287321,187321-387321,187321-587321,187321-987321,any
200068,187327-287327,187327-387327,187327-587327,187327-987327,any
200089,187347-287347,187347-387347,187347-587347,187347-987347,any
200098,187355-287355,187355-387355,187355-587355,187355-987355,any
200109,187365-287365,187365-387365,187365-587365,187365-987365,any
200117,187372-287372,187372-387372,187372-587372,187372-987372,any
200127,187381-287381,187381-387381,187381-587381,187381-987381,any
200136,187389-287389,187389-387389,187389-587389,187389-987389,any
200153,187405-287405,187405-387405,187405-587405,187405-987405,any
200187,187438-287438,187438-387438,187438-587438,187438-987438,any
200190,187440-287440,187440-387440,187440-587440,187440-987440,any
200192,187441-287441,187441-387441,187441-587441,187441-987441,any
200198,187446-287446,187446-387446,187446-587446,187446-987446,any
200199,187446-287446,187446-387446,187446-587446,187446-987446,any
200207,187453-287453,187453-387453,187453-587453,187453-987453,any
200220,187465-287465,187465-387465,187465-587465,187465-987465,any
200227,187471-287471,187471-387471,187471-587471,187471-987471,any
200235,187478-287478,187478-387478,187478-587478,187478-987478,any
200246,187488-287488,187488-387488,187488-587488,187488-987488,any
200289,187530-287530,187530-387530,187530-587530,187530-987530,any
200295,187535-287535,187535-387535,187535-587535,187535-987535,any
200316,187555-287555,187555-387555,187555-587555,187555-987555,any
200318,187556-287556,187556-387556,187556-587556,187556-987556,any
200323,187560-287560,187560-387560,187560-587560,187560-987560,any
200332,187568-287568,187568-387568,187568-587568,187568-987568,any
200352,187587-287587,187587-387587,187587-587587,187587-987587,any
200355,187589-287589,187589-387589,187589-587589,187589-987589,any
200360,187593-287593,187593-387593,187593-587593,187593-987593,any
200363,187595-287595,187595-387595,187595-587595,187595-987595,any
200374,187605-287605,187605-387605,187605-587605,187605-987605,any
200381,187611-287611,187611-387611,187611-587611,187611-987611,any
200408,187637-287637,187637-387637,187637-587637,187637-987637,any
200418,187646-287646,187646-387646,187646-587646,187646-987646,any
200419,187646-287646,187646-387646,187646-587646,187646-987646,any
200426,187652-287652,187652-387652,187652-587652,187652-987652,any
200445,187670-287670,187670-387670,187670-587670,187670-987670,any
200450,187674-287674,187674-387674,187674-587674,187674-987674,any
200453,187676-287676,187676-387676,187676-587676,187676-987676,any
200468,187690-287690,187690-387690,187690-587690,187690-987690,any
200469,187690-287690,187690-387690,187690-587690,187690-987690,any
200471,187691-287691,187691-387691,187691-587691,187691-987691,any
200474,187693-287693,187693-387693,187693-587693,187693-987693,any
200479,187697-287697,187697-387697,187697-587697,187697-987697,any
200492,187709-287709,187709-387709,187709-587709,187709-987709,any
200496,187712-287712,187712-387712,187712-587712,187712-987712,any
200497,187712-287712,187712-387712,187712-587712,187712-987712,any
200500,187714-287714,187714-387714,187714-587714,187714-987714,any
200508,187721-287721,187721-387721,187721-587721,187721-987721,any
200511,187723-287723,187723-387723,187723-587723,187723-987723,any
200515,187726-287726,187726-387726,187726-587726,187726-987726,any
200525,187735-287735,187735-387735,187735-587735,187735-987735,any
200559,187768-287768,187768-387768,187768-587768,187768-987768,any
200560,187768-287768,187768-387768,187768-587768,187768-987768,any
200574,187781-287781,187781-387781,187781-587781,187781-987781,any
200576,187782-287782,187782-387782,187782-587782,187782-987782,any
200577,187782-287782,187782-387782,187782-587782,187782-987782,any
200593,187797-287797,187797-387797,187797-587797,187797-987797,any
200598,187801-287801,187801-387801,187801-587801,187801-987801,any
200603,187805-287805,187805-387805,187805-587805,187805-987805,any
200618,187819-287819,187819-387819,187819-587819,187819-987819,any
200639,187839-287839,187839-387839,187839-587839,187839-987839,any
200641,187840-287840,187840-387840,187840-587840,187840-987840,any
200652,187850-287850,187850-387850,187850-587850,187850-987850,any
200671,187868-287868,187868-387868,187868-587868,187868-987868,any
200677,187873-287873,187873-387873,187873-587873,187873-987873,any
200679,187874-287874,187874-387874,187874-587874,187874-987874,any
200681,187875-287875,187875-387875,187875-587875,187875-987875,any
200689,187882-287882,187882-387882,187882-587882,187882-987882,any
200700,187892-287892,187892-387892,187892-587892,187892-987892,any
200733,187924-287924,187924-387924,187924-587924,187924-987924,any
200734,187924-287924,187924-387924,187924-587924,187924-987924,any
200749,187938-287938,187938-387938,187938-587938,187938-987938,any
200775,187963-287963,187963-387963,187963-587963,187963-987963,any
200783,187970-287970,187970-387970,187970-587970,187970-987970,any
200790,187976-287976,187976-387976,187976-587976,187976-987976,any
200802,187987-287987,187987-387987,187987-587987,187987-987987,any
200808,187992-287992,187992-387992,187992-587992,187992-987992,any
200818,188001-288001,188001-388001,188001-588001,188001-988001,any
200819,188001-288001,188001-388001,188001-588001,188001-988001,any
200825,188006-288006,188006-388006,188006-588006,188006-988006,any
200835,188015-288015,188015-388015,188015-588015,188015-988015,any
200853,188032-288032,188032-388032,188032-588032,188032-988032,any
200862,188040-288040,188040-388040,188040-588040,188040-988040,any
200863,188040-288040,188040-388040,188040-588040,188040-988040,any
200876,188052-288052,188052-388052,188052-588052,188052-988052,any
200878,188053-288053,188053-388053,188053-588053,188053-988053,any
200892,188066-288066,188066-388066,188066-588066,188066-988066,any
200904,188077-288077,188077-388077,188077-588077,188077-988077,any
200922,188094-288094,188094-388094,188094-588094,188094-988094,any
200928,188099-288099,188099-388099,188099-588099,188099-988099,any
200939,188109-288109,188109-388109,188109-588109,188109-988109,any
