level-0,level-1,level-2,level-3
179413,168972-368972,168972-768972,any
179423,168981-368981,168981-768981,any
179428,168985-368985,168985-768985,any
179436,168992-368992,168992-768992,any
179444,168999-368999,168999-768999,any
179446,169000-369000,169000-769000,any
179462,169015-369015,169015-769015,any
179468,169020-369020,169020-769020,any
179481,169032-369032,169032-769032,any
179484,169034-369034,169034-769034,any
179488,169037-369037,169037-769037,any
179498,169046-369046,169046-769046,any
179508,169055-369055,169055-769055,any
179509,169055-369055,169055-769055,any
179512,169057-369057,169057-769057,any
179524,169068-369068,169068-769068,any
179533,169076-369076,169076-769076,any
179534,169076-369076,169076-769076,any
179557,169098-369098,169098-769098,any
179565,169105-369105,169105-769105,any
179569,169108-369108,169108-769108,any
179574,169112-369112,169112-769112,any
179579,169116-369116,169116-769116,any
179580,169116-369116,169116-769116,any
179594,169129-369129,169129-769129,any
179625,169159-369159,169159-769159,any
179627,169160-369160,169160-769160,any
179633,169165-369165,169165-769165,any
179638,169169-369169,169169-769169,any
179641,169171-369171,169171-769171,any
179646,169175-369175,169175-769175,any
179659,169187-369187,169187-769187,any
179666,169193-369193,169193-769193,any
179668,169194-369194,169194-769194,any
179671,169196-369196,169196-769196,any
179673,169197-369197,169197-769197,any
179681,169204-369204,169204-769204,any
179704,169226-369226,169226-769226,any
179715,169236-369236,169236-769236,any
179717,169237-369237,169237-769237,any
179720,169239-369239,169239-769239,any
179731,169249-369249,169249-769249,any
179735,169252-369252,169252-769252,any
179743,169259-369259,169259-769259,any
179758,169273-369273,169273-769273,any
179759,169273-369273,169273-769273,any
179761,169274-369274,169274-769274,any
179772,169284-369284,169284-769284,any
179781,169292-369292,169292-769292,any
179813,169323-369323,169323-769323,any
179824,169333-369333,169333-769333,any
179869,169377-369377,169377-769377,any
179875,169382-369382,169382-769382,any
179877,169383-369383,169383-769383,any
179896,169401-369401,169401-769401,any
179915,169419-369419,169419-769419,any
179949,169452-369452,169452-769452,any
179951,169453-369453,169453-769453,any
179953,169454-369454,169454-769454,any
179955,169455-369455,169455-769455,any
179973,169472-369472,169472-769472,any
179981,169479-369479,169479-769479,any
179985,169482-369482,169482-769482,any
180007,169503-369503,169503-769503,any
180010,169505-369505,169505-769505,any
180019,169513-369513,169513-769513,any
180032,169525-369525,169525-769525,any
180039,169531-369531,169531-769531,any
180052,169543-369543,169543-769543,any
180060,169550-369550,169550-769550,any
180062,169551-369551,169551-769551,any
180079,169567-369567,169567-769567,any
180096,169583-369583,169583-769583,any
180117,169603-369603,169603-769603,any
180123,169608-369608,169608-769608,any
180137,169621-369621,169621-769621,any
180138,169621-369621,169621-769621,any
180142,169624-369624,169624-769624,any
180150,169631-369631,169631-769631,any
180162,169642-369642,169642-769642,any
180181,169660-369660,169660-769660,any
180187,169665-369665,169665-769665,any
180190,169667-369667,169667-769667,any
180195,169671-369671,169671-769671,any
180211,169686-369686,169686-769686,any
180212,169686-369686,169686-769686,any
180220,169693-369693,169693-769693,any
180239,169711-369711,169711-769711,any
180246,169717-369717,169717-769717,any
180247,169717-369717,169717-769717,any
180262,169731-369731,169731-769731,any
180271,169739-369739,169739-769739,any
180272,169739-369739,169739-769739,any
180277,169743-369743,169743-769743,any
180280,169745-369745,169745-769745,any
180283,169747-369747,169747-769747,any
180284,169747-369747,169747-769747,any
180296,169758-369758,169758-769758,any
180299,169760-369760,169760-769760,any
180303,169763-369763,169763-769763,any
180309,169768-369768,169768-769768,any
180318,169776-369776,169776-769776,any
180339,169796-369796,169796-769796,any
180342,169798-369798,169798-769798,any
180362,169817-369817,169817-769817,any
180374,169828-369828,169828-769828,any
180382,169835-369835,169835-769835,any
180401,169853-369853,169853-769853,any
180407,169858-369858,169858-769858,any
180418,169868-369868,169868-769868,any
180419,169868-369868,169868-769868,any
180439,169887-369887,169887-769887,any
180446,169893-369893,169893-769893,any
180449,169895-369895,169895-769895,any
180455,169900-369900,169900-769900,any
180477,169921-369921,169921-769921,any
180497,169940-369940,169940-769940,any
180505,169947-369947,169947-769947,any
180522,169963-369963,169963-769963,any
180532,169972-369972,169972-769972,any
180539,169978-369978,169978-769978,any
180551,169989-369989,169989-769989,any
180553,169990-369990,169990-769990,any
180572,170008-370008,170008-770008,any
180599,170034-370034,170034-770034,any
180603,170037-370037,170037-770037,any
180607,170040-370040,170040-770040,any
180609,170041-370041,170041-770041,any
180624,170055-370055,170055-770055,any
180632,170062-370062,170062-770062,any
180647,170076-370076,170076-770076,any
180656,170084-370084,170084-770084,any
180667,170094-370094,170094-770094,any
180686,170112-370112,170112-770112,any
180695,170120-370120,170120-770120,any
180714,170138-370138,170138-770138,any
180733,170156-370156,170156-770156,any
180752,170174-370174,170174-770174,any
180758,170179-370179,170179-770179,any
180771,170191-370191,170191-770191,any
180778,170197-370197,170197-770197,any
180779,170197-370197,170197-770197,any
180799,170216-370216,170216-770216,any
180804,170220-370220,170220-770220,any
180805,170220-370220,170220-770220,any
180807,170221-370221,170221-770221,any
180837,170250-370250,170250-770250,any
180859,170271-370271,170271-770271,any
180868,170279-370279,170279-770279,any
180869,170279-370279,170279-770279,any
180871,170280-370280,170280-770280,any
180881,170289-370289,170289-770289,any
180884,170291-370291,170291-770291,any
180886,170292-370292,170292-770292,any
180899,170304-370304,170304-770304,any
180911,170315-370315,170315-770315,any
180916,170319-370319,170319-770319,any
180920,170322-370322,170322-770322,any
180928,170329-370329,170329-770329,any
180931,170331-370331,170331-770331,any
180957,170356-370356,170356-770356,any
180976,170374-370374,170374-770374,any
180980,170377-370377,170377-770377,any
180985,170381-370381,170381-770381,any
180988,170383-370383,170383-770383,any
181014,170408-370408,170408-770408,any
181015,170408-370408,170408-770408,any
181020,170412-370412,170412-770412,any
181031,170422-370422,170422-770422,any
181032,170422-370422,170422-770422,any
181033,170422-370422,170422-770422,any
181054,170442-370442,170442-770442,any
181063,170450-370450,170450-770450,any
181065,170451-370451,170451-770451,any
181070,170455-370455,170455-770455,any
181081,170465-370465,170465-770465,any
181087,170470-370470,170470-770470,any
181091,170473-370473,170473-770473,any
181096,170477-370477,170477-770477,any
181130,170510-370510,170510-770510,any
181132,170511-370511,170511-770511,any
181139,170517-370517,170517-770517,any
181153,170530-370530,170530-770530,any
181196,170572-370572,170572-770572,any
181200,170575-370575,170575-770575,any
181219,170593-370593,170593-770593,any
181220,170593-370593,170593-770593,any
181232,170604-370604,170604-770604,any
181242,170613-370613,170613-770613,any
181265,170635-370635,170635-770635,any
181280,170649-370649,170649-770649,any
181282,170650-370650,170650-770650,any
181284,170651-370651,170651-770651,any
181291,170657-370657,170657-770657,any
181301,170666-370666,170666-770666,any
181307,170671-370671,170671-770671,any
181311,170674-370674,170674-770674,any
181313,170675-370675,170675-770675,any
181317,170678-370678,170678-770678,any
181322,170682-370682,170682-770682,any
181337,170696-370696,170696-770696,any
181342,170700-370700,170700-770700,any
181344,170701-370701,170701-770701,any
181363,170719-370719,170719-770719,any
181370,170725-370725,170725-770725,any
181372,170726-370726,170726-770726,any
181382,170735-370735,170735-770735,any
181388,170740-370740,170740-770740,any
181408,170759-370759,170759-770759,any
181413,170763-370763,170763-770763,any
181466,170815-370815,170815-770815,any
181485,170833-370833,170833-770833,any
181508,170855-370855,170855-770855,any
181528,170874-370874,170874-770874,any
181546,170891-370891,170891-770891,any
181547,170891-370891,170891-770891,any
181553,170896-370896,170896-770896,any
181557,170899-370899,170899-770899,any
181561,170902-370902,170902-770902,any
181572,170912-370912,170912-770912,any
181576,170915-370915,170915-770915,any
181580,170918-370918,170918-770918,any
181589,170926-370926,170926-770926,any
181597,170933-370933,170933-770933,any
181598,170933-370933,170933-770933,any
181608,170942-370942,170942-770942,any
181641,170974-370974,170974-770974,any
181651,170983-370983,170983-770983,any
181652,170983-370983,170983-770983,any
181655,170985-370985,170985-770985,any
181657,170986-370986,170986-770986,any
181659,170987-370987,170987-770987,any
181661,170988-370988,170988-770988,any
181666,170992-370992,170992-770992,any
181667,170992-370992,170992-770992,any
181675,170999-370999,170999-770999,any
181677,171000-371000,171000-771000,any
181691,171013-371013,171013-771013,any
181705,171026-371026,171026-771026,any
181712,171032-371032,171032-771032,any
181716,171035-371035,171035-771035,any
181717,171035-371035,171035-771035,any
181721,171038-371038,171038-771038,any
181755,171071-371071,171071-771071,any
181758,171073-371073,171073-771073,any
181761,171075-371075,171075-771075,any
181762,171075-371075,171075-771075,any
181772,171084-371084,171084-771084,any
181773,171084-371084,171084-771084,any
181776,171086-371086,171086-771086,any
181810,171119-371119,171119-771119,any
181814,171122-371122,171122-771122,any
181820,171127-371127,171127-771127,any
181822,171128-371128,171128-771128,any
181824,171129-371129,171129-771129,any
181828,171132-371132,171132-771132,any
181855,171158-371158,171158-771158,any
181863,171165-371165,171165-771165,any
181896,171197-371197,171197-771197,any
181901,171201-371201,171201-771201,any
181902,171201-371201,171201-771201,any
181916,171214-371214,171214-771214,any
181920,171217-371217,171217-771217,any
181929,171225-371225,171225-771225,any
181934,171229-371229,171229-771229,any
181943,171237-371237,171237-771237,any
181953,171246-371246,171246-771246,any
181970,171262-371262,171262-771262,any
181974,171265-371265,171265-771265,any
181992,171282-371282,171282-771282,any
182013,171302-371302,171302-771302,any
182028,171316-371316,171316-771316,any
182042,171329-371329,171329-771329,any
182062,171348-371348,171348-771348,any
182070,171355-371355,171355-771355,any
182074,171358-371358,171358-771358,any
182089,171372-371372,171372-771372,any
182100,171382-371382,171382-771382,any
182108,171389-371389,171389-771389,any
182117,171397-371397,171397-771397,any
182123,171402-371402,171402-771402,any
182128,171406-371406,171406-771406,any
182131,171408-371408,171408-771408,any
182136,171412-371412,171412-771412,any
182140,171415-371415,171415-771415,any
182158,171432-371432,171432-771432,any
182162,171435-371435,171435-771435,any
182163,171435-371435,171435-771435,any
182177,171448-371448,171448-771448,any
182178,171448-371448,171448-771448,any
182186,171455-371455,171455-771455,any
182187,171455-371455,171455-771455,any
182191,171458-371458,171458-771458,any
182200,171466-371466,171466-771466,any
182211,171476-371476,171476-771476,any
182217,171481-371481,171481-771481,any
182218,171481-371481,171481-771481,any
182227,171489-371489,171489-771489,any
182237,171498-371498,171498-771498,any
182246,171506-371506,171506-771506,any
182254,171513-371513,171513-771513,any
182268,171526-371526,171526-771526,any
182273,171530-371530,171530-771530,any
182274,171530-371530,171530-771530,any
182276,171531-371531,171531-771531,any
182302,171556-371556,171556-771556,any
182303,171556-371556,171556-771556,any
182308,171560-371560,171560-771560,any
182313,171564-371564,171564-771564,any
182314,171564-371564,171564-771564,any
182323,171572-371572,171572-771572,any
182332,171580-371580,171580-771580,any
182342,171589-371589,171589-771589,any
182344,171590-371590,171590-771590,any
182355,171600-371600,171600-771600,any
182360,171604-371604,171604-771604,any
182370,171613-371613,171613-771613,any
182378,171620-371620,171620-771620,any
182380,171621-371621,171621-771621,any
182386,171626-371626,171626-771626,any
182387,171626-371626,171626-771626,any
182388,171626-371626,171626-771626,any
182395,171632-371632,171632-771632,any
182401,171637-371637,171637-771637,any
182402,171637-371637,171637-771637,any
182416,171650-371650,171650-771650,any
182423,171656-371656,171656-771656,any
182437,171669-371669,171669-771669,any
182451,171682-371682,171682-771682,any
182460,171690-371690,171690-771690,any
182467,171696-371696,171696-771696,any
182470,171698-371698,171698-771698,any
